content,label
can i check my visa reward balance online,23
how many calories does a kitkat have,45
i want to know if there is any transaction fee using washington federal card when i am in canada,38
what interest rate am i getting from wells fargo,19
how many transactions do i have on flower shops from last wednesday between 2pm and 7pm,39
i can not use my card since it is damaged,46
change the name of your system,16
when will my card go rotten,1
what is the interest rate on my bank of america credit card,19
is the bill due,8
am i able to apply for a new credit card,30
you work for who,26
could you please let me apply for a new credit card,30
how soon does my credit card expire,1
tell me something funny about pizza,29
what's the tire pressure of my car,36
i want your name,6
help me set a timer please,47
how much do you charge if i use my card in japan,38
set a timer for two hours,47
does bank of america give credit cards to people like me,30
how can i transfer my 401k,34
am i your employer,26
roll die,31
help me set up direct deposit to my bank of hawaii checking account,41
will you roll a 3 sided dice,31
i will now call you adam instead of your old name,16
what's my checking balance,21
roll a dice,31
please tell me where my phone is,49
"yes, that's correct",42
i want to know when i was last paid,9
please flip a coin for me,10
is pizza considered healthy,24
i need to know the total calories for a chicken caesar salad,45
can you roll dice,31
can i use pepper instead of salt,40
tell me what this cars highway mpg is,37
tell me spaghetti bolognese's nutrition facts,24
which vaccines are meant for cuba,7
"i want to change your name, please",16
what is the balance of my bank account,21
affirmitive,42
what is the full name of your boss,26
"yes, that happens to be correct",42
please tell me a joke,29
"no, that is my response",5
what is the way to jump start my car,27
are there international transaction fees associated with my td bank card,38
notify my bank that i will be in rome from february 1 to march 1,3
i'm not sure,20
what is the highway mpg on this car like,37
how is the weather today,20
has my vacation time been signed off on,11
i would like to do some things in phoenix,44
"can you say that again, please",43
today's date is what exactly,22
does spain expect any travel alerts,17
want 5 minute timer,47
they sold out of tacos at the buffet,25
how many calories can i expect to be in fries,45
put laundry on my list of things to do,12
so my card was declined at fry's and i wanna know why,13
how much is alorie intake,45
do i get charged more for using my card in canada,38
how bad is traffic at 8 on the way to burger king,14
how many reward points have stacked up for my amex card,23
how soon before my catering bill is due,8
"when is our next free day, please",35
do you know if my vacation request is still pending,11
how much time have i taken off this year,18
"""i'm going on a flight from lax and going to phl, which is only $120 on june 15th",4
i would like to hear all transactions made on my amex for the last ten days,39
i need to know how long until the next day off,35
i need lodging in lizton near the ice cream parlor from may 3rd until the 8th,48
i need a list of vaccinations for a trip to paris,7
i would like to know how to rollover my 401k,34
what routing number do i use to send an international wire with citibank,32
can you tell me the calorie count in a glazed donut,45
my marriot rewards card has how much for a point total,23
"no, that is inaccurate",5
i spent what dollar amount last month on mastercard,39
what year is it,22
what is the status of my vacation request,11
tell me how much pto i've used,18
show me the transaction on the food,39
is my paycheck arriving soon,9
how many points do i have on my visa,23
i want my paycheck to go directly to my bank account,41
how do i check my rewards for my old navy card,23
which countries require vaccinations before entering for travel,7
can you check washing the dishes off on my to do list,12
my card is too scratched and won't read correctly,46
what is the interest rate on my barclay card arrival credit card,19
help me book a car rental in austin for april 11th to 13th get me a sedan if possible,33
what's the expected calories in a cream filled cookie,45
i want to rent a car in boston for march 2 until march 4,33
can you tell me the ratings for yardhouse,25
tell me the interest for my savings account,19
when should i expect my next paycheck,9
i want you to repeat that,43
how bad is city traffic in miami on friday's at 5 pm,14
do you know of any activities in nashville,44
let me know what's on my list of reminders,15
i haven't a clue,20
where can i find my phone,49
tell me how to jump start a battery,27
let's hear a joke!,29
how do i jump start a fiat,27
how many days off have i taken until right now,18
when will i get paid next,9
"this was a nice chat, goodbye",0
can you tell me how to apply for a western card,30
who is your superior,26
thanks for talking,0
timer 5 minutes,47
do you know where i can find my suntrust routing number,32
the lists of my reminders is what,15
current date,22
"no, don't do that",5
i really need to get a volkswagen car rental for march 5th to march 8th in phoenix,33
what do you know to be the nutritional info for macaroni and cheese to be,24
what name do you go by,6
tell me what the gas mileage is on my car,37
will i be charged if i use the card in germany,38
how many calories in meatloaf,45
set a five minute timer,47
let me know how many vacation have i utilized,18
"flip a coin, i choose heads",10
find hotels in baltimore that have positive reviews,48
do you have any monkey jokes,29
i'm not sure what the answer is,20
how many rewards points do i have for my chase card,23
i need to know traffic patterns heading to the george washington bridge from manhattan,14
true,42
it was great to talk to you,0
how do you set up direct deposit,41
could i use olive oil instead of grape seed oil,40
tell me how to get my 401k rolled over,34
what do i do to fix a dead car battery,27
that’s not correct,5
"i couldn't hear you, can you repeat it",43
it is okay to replace water instead of milk,40
"in six days, what will it be",22
will i need immunization for a trip to turkey,7
i am needing to know your name,6
is there a reminder set to clean the gutters,15
tell me when my next day off is,35
how do you report a burned debit card,46
i want to change your name to theodore,16
if i'm in portland can i still use my card without getting charged extra,38
who has seen my cellphone,49
what are the health benefits i have,2
how is the approval of my day off going,11
does russia have any travel alerts i should be aware of,17
how many times have i taken off from work this year,18
should i get a vaccination before i go to katmandu,7
show me the last month of transactions,39
can you check the air in my tires,36
"flip a coin, i call heads!",10
did my vacation get approved,11
what's my car's gas mileage,37
what interest rate am i getting from citigroup,19
show me yesterday's last transaction,39
how long do i have to pay the gas bill,8
"on my way to work, is there traffic",14
give me the routing number for my paragon account,32
purchase a flight from boise to sacramento on sunday and returning on wednesday,4
what organization do you work for,26
it's a no,5
not happening,5
can i substitute butter for oil,40
until next time!,0
tell me my phone's location,49
"will you guide me through the process to jump start my car, please",27
would i be able to swap apples for grapes,40
i need to know all the recent transactions i've made,39
"hmm, either",20
what day of the month do i have to pay my mortgage,8
"yep, that's true",42
i was wondering about the vacation time you said you'll approve,11
it was good to talk to you today,0
any travel advisories for portugal,17
start a timer for me,47
i need to know the number of calories on average in a handful of pistachios,45
"flip a coin, i call tails",10
i would really like to know if i can go on vacation,11
can i complete an application for a new credit card,30
sure,42
how much money do i have total,21
is it safe to travel to argentina,17
whats the best way to jump start a battery,27
what's your first name,6
good bye,0
i wanna know my car's tire pressure,36
i'd like to know your name,6
i was at walmart when my card was declined i was only trying to buy some candy,13
my previous job's 401k needs to be rolled over,34
i just acquired a new job but i need help with my 401k rollover,34
how is sushi at jiro,25
please find out how many of my vacation days i have spent,18
"i didn't understand what you just said, can you repeat it",43
will i be charged if i use the card in france,38
see how many days i've taken off so far,18
what is the mpg on this car,37
when is my bill due,8
it was nice to talk it out with you,0
what is the city mpg on this car,37
"book a flight from pensacola, fl to houston, tx on 17 february 2019 and returning on 7 march 2019",4
"coin flip, choose heads",10
what plan am i paying for,2
how can i see my rewards for my visa card,23
add mopping to the to do list,12
will you help me figure out how to transfer my 401k,34
"buy a flight for me from nyc to la on march 1, returning on march 5",4
what is the interest rate i am receiving from the start of the year,19
no that isn't it,5
tell me how to set up direct deposit,41
i'm sorry please repeat the question,43
is there a travel alert for france,17
i'm traveling to paris soon and want to inform my bank,3
can you describe my list back to me,15
what is the location of my phone,49
could you tell me a good joke,29
is our next day off soon,35
i don't need mowing the lawn on my to do list anymore,12
where did i last place my phone,49
do my tires have enough air,36
i wish to apply for a visa card,30
i seem to have lost my phone,49
i am wanting you to book me a flight from houston to miami on united airlines,4
i would like to take a look at my transaction history,39
how many miles does this car get per gallon,37
which days did i take vacation,18
6 sided dice roll,31
google find out what health plan i am under,2
has my request for time off been approved,11
i want you to flip a coin now,10
i want to submit an application for a barclay's card,30
let me hear something funny,29
please tell me why did my card not get accepted,13
will i have enough to get a new roku with my savings account,21
i would like to apply for a green card,30
i must know what the traffic typically like at 3:30 on the route to phoenix,14
what about changing the sugar for baking soda,40
what day is the cable bill owed on,8
what is the current status of my vacation request,11
would i be safe if i traveled to japan,17
randomly pick between heads or tails and tell me if tails wins,10
move three hundred and fifty dollars from my citibank savings account to my chase savings account,28
how do i check how many rewards i have on my master card,23
please apply cc visa card for me,30
what will be the date in 100 days from now,22
is it recommended to get any shots before i travel to africa,7
how do i submit an application for a discover card,30
what health benefits can i use,2
what did your friends call you,6
can you tell me something funny about science,29
"flip us a coin, i call heads",10
what are the steps to jump start my car,27
what is the date when my visa card will expire,1
maybe is my answer,20
when is my card going to expire,1
can i get a jeep to rent in bangor from the first of the month to a week after the first,33
please roll twelve sided dice,31
what is the expiration date of my current card,1
will traffic be light on the way to orlando,14
i would like to know my chase interest rate,19
i can't use my card because it’s messed up,46
will ecuador require proof of any shots for me to go there,7
toss a coin i will take tails,10
are my tires filled enough,36
"yes, you got it",42
share the nutrition info for spaghetti with me,24
how are the ratings like for buffalo wild wings,25
i am needing you to look up roundtrip flights form houston to miami for april 12 and april 15,4
"who do i go to, to transfer my 401k",34
is respond to the professor's email on my list of reminders,15
am i your boss,26
does my card charge if i use it in china,38
is this where i apply for a new credit card,30
it was nice chatting with you,0
what insurance benefits do i have,2
what day is the next holiday,35
are there any holiday's comming up,35
can you tell me the nutritional information for chicken nuggets,24
see ya!,0
that is the wrong answer,5
for my card is there a extra card while i'm staying in italy,38
can you tell me the next holiday,35
how much is my mpg,37
what are the calories in a cookie,45
"yep, that's right",42
show my transaction statement,39
does my usaa card have international transaction fees,38
i need to know why you declined my card yesterday,13
how healthy is rice,24
tell me how to apply for a new credit card,30
i want a flight from new york to san francisco using delta,4
what do they call you,6
what is status of my bank account,21
could you help with booking a car rental for me in seattle,33
i got to know how long until the next day off,35
can you have your name changed to fred,16
what is the most recent info for my request for vacation,11
i'd like to find a place that rents flashy sports cars in tampa,33
"i will be in aiken on may 12 to may 16, i need to rent a car",33
what do tourists do in tokyo,44
when does the electric bill up,8
what's the non-city mpg for this car,37
"when visiting chicago, what things can i do there",44
give me your name,6
id like a room in jacksonville near the stadium between january 1st to 3rd,48
i'll soon be travelling internationally; could you let my bank know,3
how many miles does my car get per gallon,37
will you roll a 12 sided dice,31
what is the expiration date of my wells fargo card,1
couldn't tell you,20
book a flight from chicago to dc on monday and returning on wednesday,4
do i need a vaccination to go to china,7
has my maternity leave been approved,11
please begin a timer,47
flip a quarter,10
set a timer for me,47
i'm unable to use my card because it's been ruined,46
i think maybe,20
when should i pay my bill by,8
do i need certain shots before flying to eithiopia,7
what’s your favorite funny joke,29
what do i need to do now that my battery is dead,27
add clean bathroom to my to do list,12
tell me something to make me laugh,29
help me transfer my 401k,34
i need you to roll a dice that has six sides and tell me what it lands on,31
i would like to know where my phone is,49
i need to know when to expect my next paycheck,9
how well is the gas mileage while i'm in the city,37
i would have to say the answer to that is no,5
i was at walmart today and my card got declined when i went to buy qtips,13
i need $20000 transferred from my savings to my checking,28
what benefits are available with my insurance,2
that answer's above my pay scale,20
can i rent a car in belgium from march 01 to march 02 and have it be a porsche,33
i was just at target and they declined my card and i can't understand why,13
show me roundtrip flights from dallas to houston for march 7 and march 10,4
set up direct deposit,41
when will my american express credit card expire,1
adios ai,0
do you know the name of your boss,26
i want my 401k rolled over to a new workplace,34
it was good chatting,0
i need to know when i get my next day off,35
can you list each item on my reminder list,15
can you tell me how many calories are in an apple,24
ai goodbye,0
can you tell me the mpg of this car,37
how long until my next day off,35
how is the traffic at jfk at 5 pm on weekdays,14
is there anything fun to do in berlin,44
please check to see if my vacation request has been updated,11
i need diy info about jump starting my dead car battery,27
how is the traffic like on the way to the beach,14
my damage card will not work,46
will you please repeat what you said,43
hurry up and just erase everything from the todo list,12
please make the timer for cooking for for 2 hours,47
i need to hear how many points i've obtained on my capital one visa,23
could you tell me today's date,22
"tomorrow, what will the date be",22
i need you to find my phone,49
show my my most recent visa card transaction,39
do you know when i can expect my next paycheck,9
why was my card not accepted yesterday,13
can you tell me the nutrition info for pork sausage,24
my card just got declined when i was in home depot buying tile,13
"well, i guess maybe",20
what are my benefits on the insurance,2
"no, that can't be right",5
would you tell me my bank balance,21
who is it u work for,26
how many vacation days have i taken,18
please tell me my in-person transactions for the last three days using my debit card,39
"please, can you set the timer for me",47
where can i see the due date for auto loan bill,8
do i have any cash left,21
i need help with some fun tourist things to do in tokyo,44
tell me how to jump start my own car battery,27
what's the routing number for my usaa account,32
assist me in getting a new credit card,30
"thanks for chatting, later",0
take tennis practice off my to do list,12
where should i travel if i want to go to a nice beach,44
why didn't my card work,13
"yes, that's affirmative",42
can you help locate my phone,49
i need to know more about my health plan,2
i want to know how the mcdonalds reviews are,25
i need to know when is the next holiday here,35
give me today's date,22
contact avis and see if they have cars available,33
i wanna flip a coin,10
what's my savings account interest,19
do i pay my rent this week,8
could you roll the dice please,31
on what date does my visa card expires,1
is butter a substitute for oil,40
help locate my phone,49
what transactions did i make yesterday at the flea market,39
how much pto have i depleted,18
please open a call to my mother,16
can i use sugar instead of salt,40
i am afraid that that is not the case,5
i need a hotel room for 4 people in lakewood from monday to wednesday,48
that is wrong,5
change your name to ginger,16
tell me a good joke,29
did my vacation get approval,11
is it okay to substitute oregano for basil,40
what is the interest rate at pnc,19
whats my count of vacation days used thus far,18
i need a flight to be booked from san diego to boston through frontier,4
"ai shake the dice in a cup, then throw dice on table",31
i gotta change your name to remy,16
i want a bmw suv for march 2 to 6th in dallas,33
have the riots in france triggered any alerts for people traveling to there,17
look up instructions for jumper cables,27
my card's magnetic strip is not working and i want to notify them,46
when am i paid,9
what's the nutritional info for a loaf of bread,24
am i in charge of you,26
that's definitely true,42
what is the day off request status,11
i'm seeking a full circle flight from msy to msp for w to june 7,4
i must know my bank of america routing number,32
i wanna know when i was paid last,9
when should i expect my visa to expire,1
where do i go to find my routing number for southpoint,32
can i modify the apples for grapes,40
where do i find the routing number for bank of america,32
please help me find my cellphone,49
how many calories in peanuts,45
how many rewards do i now have on my hy-vee card,23
when will our next day off be,35
what does chase pay in interest per year,19
i would like to know your name,6
tell me when ninety minutes have passed,47
can you tell me what the date of expiry for my visa card is,1
how healthy are lunchables,24
what is the latest date that i can pay my direct tv bill this month,8
are there travel notifications for columbia,17
when is my next day off,35
does north korea have any travel alerts i should be aware of,17
you can vacuuming of my todo list,12
can you get me a flight from san francisco to san jose using american airlines,4
i want to know about tourist places for bangkok,44
check my checking balance,21
how many rewards points do i have for my amazon card,23
is there a travel alert for scotland,17
book me a hotel in seattle near the space needle from march 3rd to 5th,48
give me location for tourist destination in bangkok,44
tell me a joke about baseball,29
transfer $20000 from my savings account to checking account,28
that would be true,42
is it ok to use brown sugar instead of powdered sugar,40
is traveling to dublin safe (will dublin be safe),17
perform a coin flip,10
what kind of international transaction fees are related to my amex,38
how many stars does brasserie les halles have,25
are there any transaction fees associated with my usaa card if i am in india,38
tell me something funny about love,29
transfer 100 dollars between checking and savings,28
"yes, that's it",42
"on my to do list, add dishes",12
how is the tire pressure,36
i want to hear jokes about toddlers,29
can you tell me if there's a travel alert for that country,17
please remove science fair from my to do list,12
can you remind me of the date,22
would you please ask the question again,43
i must change your name to amanda,16
schedule a flight from pittsburgh to arizona on delta,4
what are the recommended shots to get before i travel to south korea,7
start the timer,47
send $100 from paypal to my bank,28
what do i have on my reminder list,15
what is the insurance plan i am enrolled in,2
set the timer for me please,47
my car battery died and i need help,27
apply for an american express card,30
"i need to rent a car kfor one week in ocean city, nj so who has the best deal",33
what do i need to do to apply for a visa card,30
i gotta jump start my car,27
do you know why my card was declined at target i can't figure out why,13
make it so my paycheck goes directly into my savings account,41
what are the nutrition facts for greek yogurt,24
take doing the dishes off my todo list,12
"i'd like to report my card as damaged, it's bent",46
i need to report a bent card,46
what is the expiry date of my credit card,1
i want your name to be gerry,16
whats the next day that i am off,35
there is no way in heck that is true,5
please look up the this cars mpg,37
please give my routing number for my national account,32
either or,20
could you start a timer for me,47
i'm traveling to denmark soon and want to inform my bank,3
say something hilarious,29
i didn't understand you,43
what can i do in new orleans for fun,44
can you tell me what you just said,43
what are my benefits with this insurance,2
how many miles per gallon do i get in my car,37
i need you to get me a flight booked from houston to miami on united airlines,4
repeat what you just said,43
using my card in tulsa won't cause me to be charged extra will it,38
can you give me nutritional info on oranges,24
put a hundred dollars in my ally account from bluebird,28
i wonder if it would be possible to switch from apples to grapes,40
what is the routing number on my first merit account,32
when's the next time i have to pay the insurance,8
is it okay to use applesauce instead of oil,40
is my phone somewhere around here,49
can you tell me when i'm supposed to get paid,9
do i have to get a shot for travel to taiwan,7
what are the transaction fee using our card in florence if any,38
"when i am in spain using my cmaden card, is there any transaction fee",38
tell me something funny about rats,29
do i need jumper cables for my dead car battery,27
bye bye then,0
what are the big tourist sites in sweden,44
how much money is there in my bank accounts,21
what is my balance,21
what's should i call you by,6
what exactly is your name,6
create a new timer,47
"when is the next holiday, please",35
how much time till the next day off,35
please let my bank know that i will be visiting spain from june 12th to the 24th,3
tell me status of my day off request,11
i just got a new job and need help transferring my 401k,34
make an eft to my savings from my checking account,28
i had fun speaking with you,0
take a coin and flip it and i call tails,10
how much are the foreign transaction fees in brisbane,38
i wanna know how many points have i earned with my credit card,23
do you know who you report to,26
what is the bank's routing number,32
what were you just saying,43
tell me the current account balance,21
how expensive was my most recent transaction,39
how many reward points does my discover card have,23
tell me when i last got paid,9
are my tires aired properly,36
is my credit card expiring soon,1
what should i do for fun in tokyo,44
tell me about this cars fuel economy,37
tell me how to roll over my 401k,34
what was wrong with my card yesterday,13
who are you employed by,26
"what, if any, are the charges for using my card in mexico",38
put laundry on my to do list,12
is my day off request still pending,11
could you tell me what the status of my day off request is,11
roll dice,31
please tell my bank i'll be in anchorage this week,3
alter the name given to the ai,16
i want you to flip a fair sided coin,10
where's a good place to go if i want to see mountains,44
use delta to book me a flight from dallas to pittsburgh,4
can i call you betty,16
would you flip a coin,10
how do i sign up for a new credit card,30
set up a direct deposit,41
i have how many tier credits on my caesar's card,23
add up my reward points for master card,23
i need to set up a direct deposit,41
what the numerical number inside my bank accounts,21
could i rent a car from tuesday to thursday out of lax,33
tell me what the traffic is like on the way to phoenix,14
what is the way to jump start the car,27
what exactly is the tire pressure for the car,36
"ai, what is your given name",6
"book me a flight to dallas from st, paul, minnesota on delta airlines",4
does the ai have a name,6
i would like help moving money from one account to another,28
your name will be queen,16
please repeat that phrase,43
who do you do task for,26
