content,label
Please tell me what this direct debit in my statement is,13
I noticed that the exchange rate applied to a recent purchase I made abroad was incorrect.,1
I punched in the wrong pin too many times and I'm locked out.,15
How long will an urgent transfer from China take?,16
Is my cash withdrawal pending?,46
"I don't find your services useful anymore, how do I delete my account?",25
What's the procedure for getting a card?,57
Why was my ATM withdrawal cancelled?,62
"I am blocked now because I entered the wrong pin, need help.",15
"When I topped up, the app reverted my funds.",5
Will there be a cost if I exchange currency?,73
Why didn't my friend's transaction arrive yet?,0
How long does it take to recieve my new card?,66
Tell me what ATMs take this card.,14
withdrawal pending meaning?,46
Is there a fee for transferring money,23
"I thought transfers were free, why was I charged a fee?",23
got married and need to change name,35
Do you offer account's for minors?,2
My attempted transfer keeps kicking back with an error message.  Could you please help me to resolve this?,74
How much do I need to pay for a transfer?,36
can i use my mastercard to add money to my account,39
What kind of charges should I expect to exchange currencies?,73
I can't upload my identification.,60
I made a mistake and need to cancel a transfer.,28
My transfer didn't work! Help!,20
Verifying the top-up seems like a hassle.,59
What's a verification code?,59
I'm not certain my top-up went through yet.,68
What do I do if I have been charged twice?,71
Why won't my virtual card work?,75
I want to do a cash top-up,43
why isnt my account allowing transfers,74
Would you be so kind as to activate my card? Thanks,48
My PIN tries have run out. Now what?,15
Can you please check why I am having this extra fee on my statement.,29
Do you know if my top-up has been cancelled?,5
"I reside in the US, but I want a card.",3
Is it possible to get a refund?,37
"The past few times I've been to the ATM, I was charged a withdrawal fee. Have your policies changed regarding fees?",49
My plans may change so I may need to change from GBP to AUD.,44
Are there any specific ATMs that this card can be used at?,14
Will this card work all over the world?,7
"Why is there now a charge for making cash withdrawals? I wanted some cash after I went to the grocery store, and there's a new fee!",49
Can you tell me if I can track the card you sent me?,66
I need my refund as soon as possible. What else do I have to do?,58
I'd like to make a new PIN selection.,33
What is the verification code on a top-up?,59
The funds I transferred are not in my account,50
Is it possible to have a second card?,8
"Why did I get charged for something I bought online? Even though it was international, I thought it would be covered.",23
How long will this take to get to me?,41
There should be a cash withdrawal that I haven't seen yet.,46
My withdrawal was cancelled.,62
I want to top up by cheque,43
"In the US, how long is the wait for a transfer?",16
I don't know my password,26
Are there any disposable virtual cards?,61
My balance doesn't show my deposit.,11
Why isn't the recipient seeing the transaction? I just sent the money.,0
I tried to withdraw $100 but only got $20. What happened?,9
I need assistance activating my card?,48
I made an ATM withdraw it didn't give me the amount I asked for but is showing a withdraw for that amount.,9
"I need a disposable virtual card, how do I get one?",61
Is it possible to dispute a debit payment from a couple of months ago.,13
Where is my last money transaction,0
I need the source of my funds verified. How do I do this?,32
"I don't understand how to top up my account, can you please explain the process?",40
Why do I get declined when I try to withdraw cash?,62
Is there a limit to the number of disposable cards I can have?,21
how to change name,35
"I got my American Express in Apple Pay, why is top up not working correctly?",64
Can I set up to my account to automatically top up?,22
I need to update my demographics.,35
Why is my transfer taking so long. I thought it was supposed to only take 1 day if I made a transfer to someone. Can you wee what went wrong?,0
Can my password be reset if I do not have it?,26
How do I order a replacement for stolen card?,19
Can I add funds directly from my Apple Watch?,64
"The activation process did not work, please help?",48
When will the money reach my  account?,16
i need a refund right away but the funds aren't available in my account,58
I only own one other credit card from the USA. Will it be accepted?,39
My card was refused,67
I don't know what pending transaction means.,54
how to exchange currencies,44
Why is the ATM not allowing me to get cash?,62
Can I verify my identity online?,47
How long should it take for my top-up to finish? I've been waiting a while.,68
why am I being charged a fee for transferring money ?,23
What are the restrictions of the disposable cards?,21
why do I need to show ID,47
I want to start using my card.,48
I would like to track the card you sent to me.,66
Can I link my new card?,52
why was a extra fee added to my account for transfer ?,23
Is there a specific date i can have it delivered?,41
"I cannot get to my app, what should I do?",27
An incorrect exchange rate was applied to an item I bought.,1
"I thought you offer crypto top up but it doesn't seem to be right ? Money just disappeared from my account, How it would work ?",5
Can someone please assist me with finding my nearest ATM?,14
What stipulations do disposable cards entail?,21
Why is my refund missing from my  statement?,58
How do you get a virtual card?,45
I can't get the card itself to work.,72
Explain why my top up has been reverted please.,5
Can I top-up any amount?,69
I would like a temporary virtual card,61
Explain why I can't do a transfer to a beneficiary.,74
Can I space out how often money is transferred along my travels?,22
Why is the exchange rate on my card payment different than I expected?,1
Is it possible to have both a Visa and a Mastercard from you?,31
There is a transaction showing up several times.,71
Can I choose what card I can use,31
"I've made a transfer, how long until the money reaches my account?",16
"My transfer was wrong, are you able to stop it before it goes through please?",28
How come my money hasn't shown up yet?,0
My transaction is still showing that is pending from my cash withdrawal.,46
I made a payment but the app reverted the payment.,34
Is it possible to get a card when i'm not in the UK?,3
How do you verify an identity?,47
What does it mean to have a pending cash withdrawal?,46
My top up is pending still,68
How many days does a transfer from the US take?,16
"I need to make a purchase online, where is my virtual card?",45
I'm not satisfied with the services that you are providing.  I would like to end my services and delete my account.,25
I can't get my Google Pay Top to work. Are there any issues on your end?,64
What form of payments can I use for topping up?,43
"What is this card payment, I do not recognize it.",76
Why does my statement show an extra fee?,29
I just found a payment from a while back in my account that I didn't make.  Can I still dispute it even though it was a couple of months ago?,13
Freeze my account it's been hacked.,19
"My top up has been pending for an hour already, and I really need this to go through as soon as possible.  Can you help?",68
After taking over my card transactions I noticed that was charged twice for a restaurant purchased from earlier this week. Can you please remove one of these transactions from my account since it is not accurate?,71
"I deposited a check, but haven't received the funds for it.",11
how can i get it to add money automatically while travelling,22
Why would my card payment be reverted?,34
"I've got a problem - I bought something with my card one or two weeks ago, but now exact same amount of the purchase is showing up in my account. I like more money in my account, but this is too good to be true. Can you tell me what's happening?",34
Why would a merchant revert my payment?,34
Please inform me how to get a new card as mine is about to expire.,18
I noticed my transfer was declined.,56
Why did the funds for one of my purchase come back to my account?,34
I need help activating my new card.,48
How do I contact customer support about my declined transfer?,56
"Hi, I am on vacation in Spain and someone stole my bag with my phone and wallet with cards and everything. Can you block it ASAP and then I want to order a new one also ASAP.",30
What is the time frame that it usually takes for a transfer to come through? I have a friend needing it immediately but it has yet to come through.,0
My statement has a charge that shouldn't have been made.,37
"My card is going to expire, what do I do?",18
I think I deserve a refunded on a certain item.,37
Can I change my PIN at my local bank?,33
I live in the EU - can I get a card?,3
Please assist me in activating the card.,48
I thought it was free to make a withdrawal. So how much does it cost now?,49
"How long does it take to transfer from china? Is there a way to transfer it quickly, I need it urgently?",16
My transfer to an account failed.,74
"I just finished sending money, but it's not logging on the recipient side.",0
Which ATM's am i able to change my PIN?,33
"I did a cash deposit to my account, but I am not seeing it on my statement.",11
Can you tell me what i need for the identity check?,47
Help! I've forgot my app passcode!,26
I think my top-up was cancelled.,5
Seems like my card payment has been cancelled,34
My card is about to expire.  How do I order another?,18
Hello - I'm on the app and trying to purchase crypto. It's not going through. What am I doing wrong?,74
I made a cash withdrawal earlier and it's showing as pending.  What does that mean?,46
In what countries do you do business?,3
Where is the money I topped off with?,68
Why are you asking so many questions about who I am,10
I would like help to revert a transaction I did this morning,28
What do you need my identity details for?,10
Is it possible to get both Mastercard and Visa card from you?,31
How can I dispute a debit transaction?,13
"My entire gym bag, including my wallet, was stolen out of my locker today. Everything in my wallet is gone - how do I block the card to make it can't be used?",30
What is the auto top up function and where can I find that at?,22
I was issued a new card a week ago but still haven't received it. How long will it be until I receive it?,66
Do I pay a fee for SEPA transfers?,36
What is the reason why the transfer shows as pending?,63
Why do you charge for payments? Why aren't your charges clearly laid out in the agreement?,17
What is needed to prove my identity?,47
I was charged a fee for a transfer. Where did it come from?,23
Can I change my pin through the app?,33
when does my balance update for a transfer,50
My cash withdrawal charged me the wrong exchange rate,55
IS there anywhere that a card cannot be delivered?,57
How do I contact customer support about a transfer?,56
The cash I got at the ATM is still in my account.,46
What do I do if my payment was reverted?,34
How old do my kids have to be to use your service?,2
"I just got a new card, and I want to know how to activate.",48
I need to change my pin but I am on the road.,33
There are strange transactions on my account.  What should I do if I think someone stole my details?,19
my cash balance less than what I thought,9
Where do you need to live to receive card,57
Why was my top-up declined?,5
What is the amount of disposable cards I can have each day?,21
I'm trying to take money from my account but its not letting me. Help!,62
What are my options for holding money in multiple currencies?,51
There are funds in my app that I did not receive.,12
I would like to link my card to my account.,52
What do I do when my card expires?,18
Is there a way I can get my card expedited?,66
where is my money from this morning,11
How long will it take for the cash I deposited this morning to show up?,11
How old do my kids need to be to open an account?,2
Fix my top up,24
Why can't my beneficiary access my account?,74
Can I get a disposable virtual card?,61
terminate my account please,25
I received a message from a seller stating they hadn't received my money even though it definitely came out of my account. The money has now been deposited back into my account. Please get this resolved as soon as possible.,34
When I was transferring money I was charged extra why?,23
"I deposited a check yesterday and Im not seeing it in my account. i need the money, is there something wrong with my account? check it out please",11
My card is showing multiple charges for the same items on my recent statement. I was wondering what actions of needed to take to fix this issue,71
I would like to better understand why my pass-code is not working.,26
How do I get my card out of the ATM?,4
Which merchants accept my card?,7
"I just saw the exchange rate you use, but it's so bad that I can't believe that it's the official interbank exchange rate! Is this truly the official interbank exchange rate?",1
How long does a check take to show up in the account balance?,11
Why was I charged twice for my item!,71
I tried to get funds in hard cash but it was rejected!,62
Why was I charged an extra fee when using the card?,17
"I'm interested in using fiat currencies, which do you support?",51
There was a purchase on my card recently to a name that I don't recognize at all. What can be done about this? I need my money back.,76
I cant find my card.,30
"Hi, I sent a payment to the wrong account number - can you cancel it as soon as possible?",28
Can I reactivate my lost card that I found this morning in my jacket pocket?,52
My cash transaction isn't showing on my receipt,0
How come I can't find my payment?,34
Has the check I deposited cleared to I can get the cash?,11
How can I order my card?,57
Can I change or hold different currency?,51
In what way can I change my PIN and where do I need to be?,33
Where does all this money come from though?,32
Mastercard is my preferred company.,31
Why hasn't my transaction been completed?,0
Why did you charge me extra when I withdrew cash?,49
Will you charge me more if I use a European bank card for a top up?,70
"After I got my cash, I found out my exchange rate was wrong.",55
Can you explain your exchange rates basis?,38
I was only given $20 after trying to withdraw $100,9
"I want to reactivate my card, I thought I had lost it but I found it.",52
"I need a new card, my old card is expiring.",18
"After reviewing my charges, I see I was charged a fee for a transfer I did, why?",23
In which stores can I shop with this card?,7
"unhappy with you, how to delete account",25
I would like to change my card PIN.,33
Can I set the account to auto top-up?,22
I completed a payment with my card a while ago. It's still showing up as pending. What time frame does this normally take? It doesn't appear to have worked.,54
I'm unhappy with the exchange rate your cash transactions.,55
"My card expires soon, will you send me one automatically?",18
how do I know where I can get money withdrawn?,14
unsupported transfer declined,56
Can I go ahead and use my account even though my identify hasn't been verified yet?,10
I recently purchased something and the seller says my money has not arrived yet. It was in EU's. How long does this take?,63
I don't know where the top-up verification code is.,59
I paid with card and I was charged a fee,17
Why can't I take money from my account?,62
I have a transaction showing multiple times.,71
My card payment did not complete.,67
One of my transactions needs to be canceled.,28
Is there a charge to use a Top up card in the US?,70
I got charged and extra fee when I transferred money so why was I charged?,23
"Hello, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me?",1
Is there any age limit?,2
I would like to cancel a purchase.,37
I lost my card. Can you help me?,30
my top up isnt there yet where do i find it,65
Is this where I order a virtual card?,45
Where do I obtain my virtual card?,45
What are the charges for recieving SEPA transfers?,36
I have cancelled payments to this card.,34
Why won't my card show up on the app?,52
"Hi, My card is getting declined during top-up. As it urgent, could you please resolve this issue, or guide me with other alternatives if any.",24
"Why does the ATM continually decline my card? I've tried multiple times on different machines with the same results. I thought I had enough funds for this, so please help me understand why this is happening.",62
Please tell me how I can get a virtual card.,45
There is not a refund in my statement.,58
Please verify my source of funds.,32
My card data has been exposed.,19
"I read about the auto-top up function, but can't find it in the app.",22
It didn't give me my cash,9
It is listed in my app that I made a payment which I did not actually make,76
My money is all gone. What ways are okay to add money to my account?,40
"More than one time this week, I have been charged more than once for the same transaction. Please correct the issue and refund the duplicate charges.",71
what to do about stolen phone,27
My top-up has not posted.,68
I bought something this morning and the payment is still pending,54
I am seeing pending from the card payment I made.,54
What form of identification is accepted?,47
How can I exchange currencies in the app?,44
"My phone was stolen, what should I do?",27
"If I exchange currencies frequently, is there a discount?",73
I am unable to access my app due to forgetting my passcode.,26
Please update me on whether you have received the funds for the refund of the large purchase I made recently. I have requested this from the merchant days ago but still haven't got anything.,58
Am I able to get a second card?,8
Will you accept my salary if it's in another currency?,53
Is it possible to use my apple watch for topping up?,64
there were two of the same charge to my account,71
How do I unblock my card using the app?,72
I want to top my account by using a bank transfer. How would that work?,40
"I didn't mean to do the transfer, is there any way to cancel it?",28
Please can i get a disposable virtual card as well?,61
Is there an age limit to when my child can use these services?,2
Why does my statement show various transaction times?,71
"I would like to know why my payment is still pending, can you help?",63
I'm a new customer and tried topping up today for the first time. It's still pending and doesn't seem to be working. I need to get this fixed.,68
I made a transfer from France two days ago now but there hasn't made it there yet. Do international transfers take longer?,50
Can I return an item?,37
how do i get a pin for my card,6
Where can I find your exchange rates?,38
Why was I not allowed to do a transfer to a beneficiary?,74
"I transferred money to a receiver within the EU and they received a lesser amount than expected.  Now I will have to send additional money to the receiver in order to make up the difference.  I'm not sure what went wrong, can you please advise?",23
Can I change my card PIN?,33
What fiat currencies are supported?,51
Why check my identity?,10
How do I order a disposable virtual card?,61
Can friends transfer money to each other?,53
I have been trying unsuccessfully to top-up my card.  Is the system down or not working properly?,24
Are there charges for topping up US cards?,70
My payments from my virtual card keep getting rejected.,75
I want to transfer from accounts in order to Top up. What are the steps necessary.,40
"If my phone was stolen, do I need to do anything?",27
What is identity check?,10
Is it possible to order a virtual card?,45
After trying to update my account balance yesterday by cheque it doesn't seem to working. Shouldn't the process be quicker? I need my account looked at because there appears to be a problem.,11
As far as courtries go which ones are supported?,3
My morning transaction needs to be canceled.,28
Can I use any currency to add money?,39
Will I get a visa or Mastercard?,31
My money transfer has not happened yet,63
how do i get a card if i am in the usa,3
I would like my card activated.,48
Is there a charge or discount if I use a European bank in a top up?,70
What can I use to verify my identify?,47
My phone is not with me at the moment so I will not be able to access the app.,27
Have you started charging for cash withdrawals? I always thought it was free until I noticed this fee. How much is the fee?,49
What would be the reason there's an extra fee on my statement?,29
Do you know why my card payment has been declined?,67
What is this direct debit in my statement?,13
I wish to cancel a transfer,28
Where can I reset the passcode?,26
Should I expect to be charged for topping up by transfer?,36
How do I use bank transfer to top up my account?,40
What is needed for identity verification?,47
I cannot use my PIN.,15
The amount of cash I selected to withdraw is different than what I received.,9
Help me use American Express to add money to the account.,39
My app says I withdraw money from my account from an ATM.,12
I did not receive all of my cash back,9
How do I change the PIN?,33
How many different currencies can I hold money in?,51
Can you tell me the foreign exchange rate?,38
Is it possible to hold money in different currencies?,51
Where can I find the top up verification code?,59
Why is the cash deposit not showing up in my account?,11
How to change the PIN on my card?,33
Is it possible to open an account for my children?,2
"My daughter would like a card as well, how can we make this happen?",8
What is the reason I got rejected for using my disposable virtual card to pay a subscription to the gym?,75
How long will it be to get this new card?,66
I think someone has access to my card numbers that shouldn't.,19
why isnt top up working,24
I noticed that my card was charged more than once for one thing.,71
I still want to use my account but haven't verified is that OK?,10
What do I do if my virtual card won't work.,75
I can't see my Google Pay top up. Is it not working correctly?,64
There was an extra fee on my account when I got cash.,49
Why was my top-up rejected?,24
What's the exchange fee?,73
How do I unblock my card?,15
I see a duplicate payment.,71
Tell me what I should do after my card expires.,18
lost my card in atm,4
Can I track the card you sent to me?,66
What do I need to do to transfer my paycheck to my account?,53
How long will delivery to the US take?,41
Is it possible to access my phone from the hotel/,27
I need to cancel a transaction immediately.,28
Are there steps I need to take before my card expires?,18
What is the wait time for delivery to the US?,41
What is the refund process?,37
How do I send my account money through transfer?,40
I hope to get a Visa card,31
What do I do for the identity check?,47
I did not set up a direct debit I have,13
Will you guys do Visa or Mastercard?,31
I would like to delete my account.,25
What is the procedure for an expired card?,18
Transfers from the US how long will the wait be?,16
"If I need an additional card, is there a fee for that?",8
What kind of fee is there to top-up my account?,36
I was given the wrong exchange rate when getting cash,55
Why can't I take $100 out,9
I can't find my password,26
I made a payment with my card that was cancelled?,34
How can I get a physical card,57
Can I exchange currencies with my account?,44
Can you please assist on my item that needs to be refunded?,37
Why do I have a charge for an ATM withdrawal? I thought these were free?,49
How much money can I withdraw before fees? I noticed a fee on my card but I didn't think I had hit the limit of how much I could withdraw in a month.,49
How to I close my account?,25
"I transferred my funds, why did it not go through?",20
What is the wait time for a transfer from the US?,16
What is this extra fee that I got when I used my card to pay?,17
Should I order a new card before I freeze my original one?,19
I am still waiting for a money transfer to appear.,63
I want to know your exchange rates.,38
Can I use this app to exchange currencies?,44
How can I update my personal information after moving?,35
"I heard you have an auto-top up option, where do I find that?",22
What currences are available for exchange?,44
Where can I find an ATM to use this card?,14
Who can purchase a disposable virtual card?,61
How do I select a Mastercard instead of a Visa?,31
Is there a number to call to get my pin unblocked?,15
"Is it possible to go ahead and log in, although I have not been confirmed yet?",10
What does the decline message mean,56
I transferred some money but it hasn't arrived yet,50
A payment is showing twice. Why is that?,71
"Please check my Card. As Withdrawal was working fine so far, but this morning suddenly got declined. Can you please check the problem?",62
"Using your app, would I be able to exchange between USD and GBP?",44
"I need assistance finding out why I am unable to top-up my card, it keeps getting refused.  It is extremely imperative I get this resolved quickly.",24
I think the atm ate my card.,4
Do you charge extra for exchanging currencies?,73
Do you send duplicate cards?,8
"Someone is making transactions on my account, I think they took my card information.",19
Can I use my card at any ATMs?,14
How does my identity get verified?,47
How long will it take my card to get here?,41
My address needs to be changed.,35
The exchange rate on my payment doesn't look right,1
I would prefer a Mastercard.,31
I am very upset that i went to use my new card today and it kept getting declined. Why is this happening and what do I do to not have it declined?,67
Hello! I recently made a purchase and I'm needing to cancel my order and process a refund as soon as possible.,37
How do I verify my top up?,59
I have been charged way to much so something is apparently wrong with my exchange. I changed Russian Ruble into UK pounds.,1
How do I transfer money from one bank account to another?,40
"I am having issues using contactless payments, could my card be damaged?",42
I see a cash withdrawal in the app that I did not do.,12
The app reversed a top off I had.  What should I do?,5
"Hello,  In my most recent ATM transaction, I didn't receive nearly as much cash as I thought I would - what is your exchange rate policy?",55
Can I change my PIN if I want to?,33
In the App I see a payment that is not mine.,76
My credit card transaction was declined for a loan payment.  Can you tell me why?,24
What steps do I take to unblock my PIN?,15
What is minimum age for an account?,2
my phone was taken! can you place cancel my account so no one uses it,27
What countries can I travel to and have access to their currencies?,51
I got my new card. How do I activate it?,48
What is the top-up limit for my card?,69
I need to freeze my card. There are charges on there that i did not authorize. They've been coming out for a couple of days. Can i get this money back?,76
I took out money from a transaction machine and it exchanged the wrong dollar value amount from another currency!,55
"My card's expiration is approaching, how do I replace it.",18
I need to know which fiat currencies I can use with you.,51
I was charged multiple times for one transaction.,71
There is a cash withdrawal from an ATM listed but I don't remember making this withdrawal.,12
I had the wrong exchange rate applied to some cash I got abroad.,55
Is there a way to know when my card will arrive?,66
Is it okay to hold money in multiple currencies?,51
Where can I get my card at?,57
How old do you have to be to get an account?,2
How do I top up my card?,40
"I transferred a payment a couple days ago and it shows done, but it has not been received.  Could you please help me?",0
I don't recall making that payment?,76
What is my foreign exchange rate?,38
Do you offer SWIFT transfers?,36
What is the reason a transfer shows as pending?,63
Waiting for the cash I deposited this morning still,11
What foreign exchange rate will you use?,38
Is there a way to link cards if I have one of yours?,52
Can I be given a new passcode?,26
The card I have doesn't work.,72
What's the process for terminating an account?,25
When will my deposit post to my account?,11
"Give me my card, I need it now!",41
What do you base your exchange rates on?,38
"I decided I no long want something that I ordered, and want a refund. How do I go about doing that?",37
Can I change my PIN online?,33
How can I exchange AUD for GBP?,44
I would like to alter my personal details.,35
Are there any fees associated with receiving money?,36
"This is terrible, i want to delete my account",25
What are the limits to where my card will be accepted?,7
How long do top-ups take to go through,68
You shorted me money when I tried to make a withdrawal.,9
"If I am not in the country and I need to change my PIN, how can this be done?",33
"There's a problem - I bought something about a week or two ago but just today the payment somehow came back into my account! I already received the item though, what's going on here?",34
I just got my new card but am not sure how to check its PIN.,6
How long does it take for a cash withdrawal to show?,46
Are the delivery days flexible?  My schedule only allows me to be a available on specific dates.,41
It seems I need to get information on limits for top-ups.,69
wheres my pin,6
How is the exchange rate doing?,38
How do i cancel my transaction?,28
I have a new card. How do i top it up?,65
I believe my card payment exchange rate is incorrect.,1
"I withdrew money and got a fee, please explain",49
What is the cost for physical cards?,57
My card hasn't arrived yet.,66
I need help with activating my card,48
Is my currency okay to add money with?,39
I believe my card has been compromised as there's a cash withdrawal I don't recognize.,12
My identity has been stolen. I still have my physical card but there are charges I didn't make on my account. How do I cancel this card or dispute the charges?,12
My card is missing!  Help!,30
Is there a fee to exchange foreign money?,73
How do I use the top up app with my apple watch?,64
Where did my top-up go? I can't find it in my wallet,65
What fees are charged for a physical card?,57
Guide me on how to unblock my PIN,15
Do I need a disposable card?,61
How do I get a card in the EU?,3
Why haven't I gotten a virtual card yet?,45
what's my top-up verification code?,59
Please explain why my transfer attempt was declined. Thank you.,56
"The ATM at Metro bank on High St. Kensington didn't return my card, and the bank is now closed. How do I get back a card swallowed by an ATM?",4
Where are the cards delivered to,57
How can I activate the new card i got?,48
I have a second credit card from the US. Will you take it?,39
The app reverted what I topped up.,5
I would like to receive a refund for something I bought.,37
Can you help me reset my password?,26
"My top-up was cancelled, could my bank be the problem?",5
The exchange rate was wrong?,55
What fiat money can I used in the exchange and holding?,51
I need help fixing my contactless. It's not working anywhere I go today.,42
How do I find out what countries you service and what countries you do not?,3
How do I receive more physical cards,8
I need another card,8
Are you able to explain the restrictions of the disposable cards?,21
